-34.772,33.843,3.3427
-34.404,33.946,2.8826
-45.937,19.727,10.208
-25.906,23.857,0.62598
-35.204,33.592,3.7331
-33.429,32.404,2.8894
-33.027,32.477,2.4214
-34.347,33.977,2.4545
-33.052,32.547,1.9522
-32.241,31.293,2.2182
-35.976,34.806,3.2371
-36.393,34.556,3.7353
-34.558,34.052,2.1321
-42.819,34.388,13.924
-43.184,33.079,12.8
-42.674,28.377,11.777
-42.847,26.793,11.476
-44.279,22.412,10.156
-42.751,26.598,11.43
-43.433,24.161,10.476
-45.58,20.272,9.9916
-44.971,20.557,10.324
-44.093,21.361,10.404
-43.34,22.171,10.461
-47.412,17.986,9.3615
-44.873,19.601,9.8299
-46.632,17.963,9.4969
-45.572,20.143,9.3838
-36.016,34.872,2.7869
-37.05,34.956,3.5412
-41.768,40.962,13.619
-35.145,32.365,3.9641
-36.241,34.92,2.3751
-35.191,34.131,1.7674
-43.539,34.965,12.256
-43.945,35.501,12.965
-42.817,39.843,13.086
-42.241,42.247,13.769
-41.688,40.852,14.571
-42.146,42.139,14.823
-42.508,40.905,12.949
-41.98,39.838,13.814
-41.875,39.844,14.602
-42.717,39.083,14.099
-43.274,39.008,13.641
-43.428,34.582,12.806
-43.426,40.905,12.67
-42.933,42.131,13.042
-43.177,34.41,12.737
-43.106,43.343,14.1
-42.94,43.085,15.154
-42.542,29.65,11.795
-43.813,38.494,14.076
-43.948,35.896,13.617
-42.522,39.002,14.808
-43.204,33.802,12.801
-44.255,23.293,8.9328
-44.28,24.306,8.5935
-43.834,23.187,9.8518
-43.266,24.586,9.5116
-44.608,21.503,9.5068
-43.026,25.475,10.708
-43.779,43.191,13.481
-43.869,41.842,12.838
-43.785,40.191,12.794
-37.892,34.719,3.9663
-44.388,42.843,13.066
-36.46,24.533,0.061075
-37.279,25.002,0.10224
-37.124,23.312,-0.073405
-36.21,22.844,0.000556
-44.745,35.716,11.423
-43.293,33.407,10.951
-42.491,30.674,11.314
-42.618,32.129,11.899
-44.107,43.703,14.655
-44.766,43.597,13.891
-29.315,26.423,-0.98082
-29.708,26.159,-1.17
-29.935,23.325,-1.9337
-31.882,27.492,-0.57376
-32.9,25.369,-0.71719
-32.607,26.681,-0.6994
-27.111,23.305,-2.2521
-28.135,26.397,-0.42178
-28.641,24.382,-1.8773
-28.971,26.768,-0.58791
-30.058,28.852,1.208
-32.157,31.35,1.8746
-30.016,28.517,1.4797
-30.848,29.553,1.0241
-32.834,31.617,1.3356
-27.289,25.813,-0.13396
-31.312,29.716,0.65447
-31.477,29.328,0.21171
-31.867,28.929,-0.088642
-31.997,28.453,-0.31177
-33.434,29.799,0.053691
-34.63,30.343,0.014406
-33.979,25.644,-0.22091
-34.237,26.73,-0.32617
-35.012,28.004,-0.21241
-33.457,24.816,-0.11876
-35.021,27.139,-0.13599
-35.998,28.016,0.037305
-36.204,30.1,-0.2867
-35.386,29.381,-0.24971
-35.842,31.038,-0.007349
-33.611,32.748,1.5266
-32.356,31.426,1.6055
-32.535,31.157,2.4478
-30.457,28.481,1.9288
-33.153,31.349,0.99587
-34.19,32.796,1.3096
-35.886,33.973,1.5325
-33.674,30.218,3.4005
-37.345,35.12,3.0353
-36.876,34.799,2.0429
-37.377,35.092,2.4941
-37.354,34.017,4.1725
-37.496,19.663,-0.74987
-37.5,17.575,-1.0812
-38.515,18.507,-1.0676
-35.848,18.534,-0.28319
-40.033,20.071,-0.80951
-38.583,16.587,-1.4646
-44.708,41.501,13.02
