-87.021,-88.927,56.387
-88.139,-90.434,56.308
-90.73,-94.197,55.543
-89.676,-93.178,55.997
-89.218,-92.137,56.074
-92.167,-92.167,45.613
-93.566,-91.611,46.897
-93.93,-91.555,47.5
-95.82,-90.084,50.227
-96.048,-89.861,51.043
-96.222,-89.042,52.055
-95.579,-89.789,53.146
-94.824,-89.052,54.153
-93.423,-89.216,55.034
-95.94,-88.303,48.208
-95.408,-88.491,47.532
-95.842,-87.87,47.244
-96.626,-87.339,46.997
-97.344,-87.101,47.786
-97.313,-87.255,49.048
-96.855,-87.825,49.353
-97.667,-86.944,50.058
-97.832,-86.316,51.058
-93.206,-90.845,45.998
-94.009,-90.497,46.93
-95.21,-89.884,48.533
-96.066,-89.354,49.951
-96.289,-89.166,50.838
-98.46,-83.068,51.506
-97.731,-83.732,52.135
-98.916,-85.67,49.166
-98.658,-86.224,48.36
-98.328,-86.261,49.672
-97.919,-86.706,48.752
-99.008,-84.988,50.086
-98.481,-85.648,50.613
-98.83,-84.092,50.876
-98.253,-84.786,51.461
-97.948,-86.707,46.761
-96.706,-84.62,52.882
-97.549,-85.549,52.027
-86.574,-80.437,55.234
-94.523,-88.892,46.032
-96.615,-88.448,50.627
-96.444,-88.576,49.652
-96.724,-87.932,51.776
-94.596,-85.177,54.606
-95.795,-86.021,53.697
-93.779,-86.21,55.189
-95.351,-87.086,54.003
-93.758,-87.727,55.062
-96.585,-86.997,52.741
-89.429,-85.295,56.445
-92.552,-87.394,55.707
-92.372,-88.54,55.572
-91.852,-89.989,55.479
-91.387,-87.002,56.131
-90.235,-88.95,56.031
-88.776,-90.048,56.148
-90.345,-86.302,56.384
-89.447,-87.642,56.319
-87.808,-89.112,56.254
-87.078,-81.834,55.783
-87.118,-83.237,56.107
-91.265,-92.155,44.689
-93.276,-90.292,45.384
-92.578,-91.174,45.47
-90.215,-92.917,44.379
-93.926,-89.872,46.164
-95.34,-89.13,48.158
-94.637,-89.097,46.76
-90.223,-92.003,55.738
-91.877,-91.461,55.14
-91.073,-90.294,55.634
-93.287,-90.762,54.708
-94.522,-90.19,54.096
-95.737,-90.361,52.257
-95.611,-90.772,51.345
-95.407,-90.863,50.245
-94.636,-91.136,48.636
-95.399,-90.489,49.627
-94.352,-91.646,48.365
