-13.956,-0.047756,21.858
-14.986,-1.4991,22.297
-14.456,-0.25351,21.764
-14.371,-0.87285,22.443
-15.162,-1.0792,21.884
-14.698,-2.0954,22.601
-13.897,0.5131,21.105
-13.534,0.43006,21.267
-14.31,0.40051,20.904
-12.793,0.70293,20.354
-13.066,0.8572,19.963
-15.197,-0.71959,21.448
-13.816,-0.65114,22.521
-14.896,-0.058697,20.551
-15.669,-2.0967,21.657
-15.785,-1.7205,21.183
-14.032,-1.7857,22.909
-13.968,-2.9204,22.64
-15.372,-2.52,21.935
-13.5,-2.4814,22.985
0.98332,-11.186,12.945
0.77263,-10.817,14.41
0.63493,-9.976,15.951
0.065879,-9.9988,14.86
-3.2417,-7.7468,15.352
-0.49513,-9.1037,16.395
0.056927,-9.6663,16.225
-1.1242,-5.1954,9.2377
-0.7249,-4.2261,9.1423
-1.4754,-4.2386,9.5523
-2.1613,-3.3935,10.082
-4.1466,-7.6453,14.075
-6.0269,-7.9538,14.869
-6.4054,-8.0008,15.427
0.23164,-10.409,12.675
-2.3806,-7.796,16.871
-3.9156,-7.8799,16.347
-4.7962,-7.7841,17.167
-3.7126,-7.7305,16.937
-5.4524,-7.6912,16.946
-4.5684,-7.9246,15.576
-3.4769,-7.542,17.528
-7.2506,-7.6333,17.261
-2.8232,-7.723,16.024
-0.11334,-9.6387,15.838
-0.62338,-8.8451,15.975
-0.24009,-9.7188,14.528
-0.41396,-9.3252,14.934
0.16726,-10.243,14.013
-0.39277,-9.2832,14.182
0.36401,-10.142,13.761
-0.37409,-9.0596,16.764
-2.796,-7.6333,16.82
-4.4513,-7.594,18.139
0.22938,-9.524,16.65
-4.1886,-7.1949,13.139
-6.3451,-7.2782,18.037
-7.9273,-8.0702,15.84
-7.5026,-8.039,14.337
-3.006,-7.2482,17.932
-2.8779,-7.4619,14.353
-3.961,-6.529,12.149
-3.909,-4.0477,10.563
-6.314,-3.9052,11.587
-3.8906,-3.3211,10.912
-3.8993,-4.608,10.486
-3.8434,-5.2766,10.638
-0.74596,-5.9943,8.8447
-1.4114,-6.0127,9.7385
-0.47642,-5.5731,8.6271
-2.1459,-5.4773,10.055
-2.0552,-4.6702,9.8048
-2.2332,-5.759,10.446
-3.8114,-5.6841,11.037
-2.0559,-2.885,10.466
-6.766,-4.4541,11.486
-6.1963,-3.242,11.967
-5.7977,-6.3937,11.621
-7.7616,-3.8646,12.075
-2.5459,-7.5558,15.559
-2.2637,-7.2644,14.758
-6.3319,-5.1232,11.188
-5.9058,-5.8839,11.249
-7.0538,-7.7634,13.337
-6.2041,-7.0744,18.61
-4.0878,-7.154,18.744
-2.071,-7.602,17.377
-3.7845,-2.7874,11.381
0.85898,-10.668,14.698
0.016861,-9.5388,15.57
-0.099839,-8.9275,16.973
-3.5865,-6.5597,18.993
-3.3519,-6.2475,19.029
-2.5303,-6.9703,18.071
-5.7648,-6.5013,19.487
-6.1286,-6.9441,18.923
-2.1695,-6.6967,18.089
-3.1954,-5.7551,18.864
-5.228,-5.899,19.655
-8.1628,-6.4559,19.24
-6.1008,-2.3101,15.824
-6.3472,-2.0653,15.153
-5.6079,-2.292,13.061
-6.5652,-1.9197,14.29
-7.9057,-1.5096,15.81
-8.0854,-1.5076,14.931
-7.1936,-1.9519,13.641
-7.7906,-1.6175,16.575
-9.1605,-1.5328,14.596
-7.4274,-2.0055,17.333
-7.8819,-6.1627,19.659
-7.232,-5.7419,20.129
-6.8059,-5.2087,20.215
-6.4663,-4.886,20.096
-2.2827,-6.0362,18.268
-4.9642,-4.8115,19.324
-8.6738,-5.1984,20.798
-8.5888,-1.2023,18.047
-9.463,-0.72688,16.698
-10.862,0.001889,17.477
-11.055,0.40445,18.475
-11.697,0.58056,19.445
-10.81,0.2269,18.859
-13.468,0.77847,19.692
-10.668,-0.38565,19.889
-15.284,-0.70672,20.145
-12.766,-4.8045,21.04
-14.308,-3.2244,22.263
-11.049,-4.9295,21.349
-12.77,-3.8574,22.268
-11.035,-4.2474,22.012
-11.93,-4.4398,21.828
-9.2017,-5.711,20.374
-10.294,-3.8027,22.149
-12.541,0.1769,21.045
-11.892,0.75036,18.96
-13.411,-0.53794,22.416
-14.037,0.32182,19.229
-15.675,-1.3445,20.846
-12.464,-0.71131,22.079
-14.76,-3.6705,21.53
-13.261,-1.492,23.011
-12.843,-1.9859,23.094
-12.248,-3.4111,22.681
-15.597,-1.2746,19.735
-11.522,0.034843,20.276
-11.295,-1.0225,21.422
-0.15072,-5.9278,17.32
-0.37515,-6.0362,17.596
-0.59144,-5.7249,17.316
0.29754,-5.6157,16.143
-0.55312,-5.1584,16.383
-0.25467,-4.787,15.494
-1.0656,-5.2629,16.692
0.33348,-3.5363,13.223
-0.096405,-3.3368,13.443
0.92346,-4.9659,13.873
1.2378,-4.6044,12.62
0.58469,-5.3713,15.114
1.5953,-6.8337,13.338
1.2613,-7.4278,16.276
1.2067,-7.4227,16.596
1.7686,-9.201,15.954
0.032694,-4.3012,14.404
-1.0771,-4.8727,15.891
0.73589,-7.201,17.078
0.33915,-7.3243,17.381
-10.079,-0.83639,15.998
-5.1682,-2.2883,13.908
-3.3513,-2.3369,13.08
-5.887,-2.5839,12.423
-11.399,-0.33306,16.941
-4.8768,-2.5418,14.725
-3.12,-2.5844,13.76
-3.6844,-2.4169,12.133
-4.3529,-3.1486,15.656
-2.8518,-3.2727,14.621
-8.2568,-1.7789,18.796
-7.0013,-2.5319,18.128
-8.2438,-2.1674,13.484
-1.5638,-2.3109,12.235
-11.545,0.37609,17.935
-2.4001,-4.6395,16.611
-2.212,-5.2303,17.425
-1.1281,-3.2146,13.869
-3.6901,-4.2486,17.45
-3.465,-4.7083,17.985
-1.0555,-4.2093,14.82
1.4099,-7.5378,15.322
1.3815,-8.1694,15.828
1.4718,-8.8588,16.28
1.8565,-9.7746,15.81
1.0425,-8.1521,16.675
1.4839,-7.399,14.355
1.6958,-6.0652,12.105
-0.5339,-6.2879,17.766
0.56701,-8.1525,17.025
1.705,-8.6191,14.11
-0.80064,-6.7091,17.91
-1.5146,-6.0986,17.957
-0.12922,-7.44,17.577
-0.95297,-7.4162,17.617
0.98743,-8.9186,16.721
1.0366,-8.5998,16.414
0.56459,-9.186,16.885
-1.3132,-7.0852,17.825
-0.50626,-8.2099,17.231
-1.4355,-7.7747,17.106
-0.96536,-8.1306,16.974
-5.1995,-3.9103,18.501
-2.5878,-4.2048,15.715
-1.2474,-2.5709,12.844
-1.2387,-7.9757,16.576
-6.5097,-4.1445,19.786
-1.9447,-7.6286,16.498
-6.6732,-3.2656,19.016
-3.933,-3.9334,16.648
-5.5525,-3.2868,17.496
